term,category,found,first_occurrence_only
"OR > 80% increase for Dis-residing burglars
- Bus stops: OR = 1.2% increase for Non-Dis-residing burglars",statistical,FALSE,FALSE
"OR = 1.016 for native robbers (p > 0.05)
- Transportation hubs: OR = 1.052 for migrant robbers (p < 0.01)",statistical,FALSE,FALSE
The authors chose the Statistical Area 2 (SA2) as their spatial unit because it approximates neighborhoods,other,FALSE,FALSE
but they note that a multiple-scale analysis would require additional research questions and a new design.,other,FALSE,FALSE
"with only up to five prior addresses obtainable.
- Bias due to missing information on past home addresses",other,FALSE,FALSE
Not mentioned (the paper does not provide a comprehensive list of independent variables in the main text),quantitative,FALSE,FALSE
indicating increased likelihood of location choice for crime. Specific numerical values are not provided.,statistical,FALSE,FALSE
"which may not perfectly capture neighborhood dynamics.
- Excludes block groups with missing Census data.",other,FALSE,FALSE
"which may not be representative of all offenders.
- Variation within offense types could affect results.",other,FALSE,FALSE
parcels. Reason for rejection: The study's scope and design did not accommodate a multiple-scale analysis,other,FALSE,FALSE
Not specified (the paper provides average area per community but not the total area of the study region),quantitative,FALSE,FALSE
No (the study uses data at the neighborhood level without aggregating from smaller administrative units),methods,FALSE,FALSE
Police data from the Metropolitan Police Service for riot-related incidents in London during August 2011,crime_related,FALSE,FALSE
- Index of Multiple Deprivation (IMD) 2010 from the U.K. Department for Communities and Local Government,crime_related,FALSE,FALSE
Not mentioned (the paper does not explicitly report specific model fit statistics such as log-likelihood,statistical,FALSE,FALSE
"positive relationship (no specific coefficient value provided)
- Spatial lag: Statistically significant",statistical,FALSE,FALSE
they acknowledge that smaller units could be used but would introduce issues of spatial interdependence.,other,FALSE,FALSE
"adding to the computational burden.
- A sampling strategy was used to reduce the number of alternatives",other,FALSE,FALSE
The authors discuss the Modifiable Areal Unit Problem (MAUP) in relation to their spatial unit selection,other,FALSE,FALSE
but it does consider spatial scales through the use of radius of gyration and spatial contiguity bands).,other,FALSE,FALSE
No (the data was analyzed at the community level without aggregation from smaller administrative units),methods,FALSE,FALSE
"OR = 1.018 for native robbers (p > 0.05)
- Subway stations: OR = 1.038 for migrant robbers (p < 0.000)",statistical,FALSE,FALSE
which suggests that smaller units can better capture the effects of heterogeneity on offender behavior.,other,FALSE,FALSE
ensuring data availability and consistency. These communities have relatively high resident homogeneity,other,FALSE,FALSE
"which may not capture differences in behavior.
- Crime reporting bias: The data is limited to reported",other,FALSE,FALSE
The authors suggest that smaller spatial units of analysis might be more appropriate for future studies,other,FALSE,FALSE
a selection of 150 dwellings that were burglarised during daylight hours in 2009 is made from geocoded,geographic,FALSE,FALSE
Not specified (the paper provides a range of population sizes per SA2 but does not specify an average),quantitative,FALSE,FALSE
"OR = 1.018 for native robbers (p > 0.05)
- Sports stadiums: OR = 0.816 for migrant robbers (p < 0.01)",statistical,FALSE,FALSE
and practical considerations for spatial analysis using GIS. This choice aligns with previous research,other,FALSE,FALSE
data was aggregated from smaller administrative units to Statistical Local Areas (SLAs) for analysis.,methods,FALSE,FALSE
Not mentioned (the paper does not explicitly provide confidence intervals for the model coefficients),statistical,FALSE,FALSE
"not on why or how offender groups form.
- Data limited to detected burglaries by The Hague residents",other,FALSE,FALSE
Not specified (the paper does not provide the average population size per community or spatial unit),quantitative,FALSE,FALSE
Not mentioned (the paper does not provide specific model fit statistics or goodness-of-fit measures),statistical,FALSE,FALSE
"negative relationship (no specific coefficient value provided)
- Poverty: Statistically significant",statistical,FALSE,FALSE
"1.6% increase for Dis burglars
- Entertainment venues: 4% higher odds for Non-Dis-residing burglars",statistical,FALSE,FALSE
likely due to data availability and practicality. The average size of these communities is 1.62 km^2,other,FALSE,FALSE
"focusing on areas with high graffiti incidence.
- Data collection was restricted to street segments",other,FALSE,FALSE
The authors mention that the grid resolution must be fine enough to capture spatial feature variance,other,FALSE,FALSE
Alternative units discussed include using smaller spatial units such as 10 × 10 m grids or addresses,other,FALSE,FALSE
Not mentioned (the paper does not specify the software or programming tools used for data analysis),methods,FALSE,FALSE
Not mentioned (the paper does not specify any software or programming tools used for data analysis),methods,FALSE,FALSE
"standard partial regression coefficient = 0.22
- Proportion of single-family dwellings: e β = 1.06",statistical,FALSE,FALSE
"standard partial regression coefficient = 0.20
- Number of past residential burglaries: e β = 1.16",statistical,FALSE,FALSE
Not mentioned (the paper does not provide explicit confidence intervals for the model coefficients),statistical,FALSE,FALSE
Not mentioned (the paper does not provide specific confidence intervals for the model coefficients),statistical,FALSE,FALSE
"p < .001)
- Current residential areas of children have larger ORs compared to parents and siblings",statistical,FALSE,FALSE
making neighborhoods a suitable unit for analyzing attributes relevant to burglary location choice.,other,FALSE,FALSE
